codigo,tipo,descricao,cidade,estado,data,ano,hora,aeronave_liberada,status_investigacao,aeronaves_envolvidas,ocorrencia_saida_pista,aeronave_tipo,aeronave_fabricante,motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_fase_operacao,aeronave_nivel_dano
42723,ACIDENTE,FALHA DO MOTOR EM VOO,BOA VISTA,RR,2010-09-01,2010,13:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,6,1973,BRASIL,SUBIDA,SUBSTANCIAL
42735,INCIDENTE,AERONAVE ATINGIDA POR OBJETO,BELO HORIZONTE,MG,2010-09-01,2010,18:35:00,SIM,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,JATO,BIMOTOR,6,2009,BRASIL,RETA FINAL,LEVE
42738,ACIDENTE,COLISÃO COM OBSTÁCULOS NO SOLO,SÃO PAULO,SP,2010-09-04,2010,18:30:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,6,1969,BRASIL,POUSO,SUBSTANCIAL
42740,INCIDENTE,TRÁFEGO AÉREO,RIO DE JANEIRO,RJ,2010-08-21,2010,13:25:00,SIM,FINALIZADA,1,NÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,4,1974,BRASIL,OUTRA FASE,NENHUM
42742,INCIDENTE,TRÁFEGO AÉREO,JUIZ DE FORA,MG,2010-08-15,2010,15:35:00,SIM,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,7,1979,BRASIL,APROXIMAÇÃO FINAL,NENHUM
42756,INCIDENTE,ESTOURO DE PNEU,BELO HORIZONTE,MG,2010-08-12,2010,19:59:00,SIM,FINALIZADA,1,NÃO,AVIÃO,PIPER AIRCRAFT,TURBOÉLICE,BIMOTOR,8,1981,BRASIL,POUSO,NENHUM
42757,INCIDENTE GRAVE,COM TREM DE POUSO,SÃO PAULO,SP,2010-09-13,2010,19:05:00,SIM,FINALIZADA,1,NÃO,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,8,2001,BRASIL,TÁXI,LEVE
42758,ACIDENTE,PERDA DE CONTROLE EM VOO,ITANHAÉM,SP,2010-09-10,2010,14:45:00,SIM,FINALIZADA,1,NÃO,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,4,1999,BRASIL,CRUZEIRO,DESTRUÍDA
42760,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,PIRACICABA,SP,2010-09-10,2010,11:10:00,SIM,FINALIZADA,1,SIM,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,6,1972,BRASIL,CORRIDA APÓS POUSO,LEVE
42781,INCIDENTE,COLISÃO COM AVE,GUARULHOS,SP,2010-03-25,2010,03:00:00,SIM,FINALIZADA,1,NÃO,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,382,2008,BRASIL,INDETERMINADA,LEVE
42838,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,CURITIBA,PR,2010-09-15,2010,20:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,2,1979,BRASIL,DECOLAGEM,NENHUM
42865,INCIDENTE,POUSO SEM TREM,POUSO ALEGRE,MG,2010-09-21,2010,18:20:00,SIM,FINALIZADA,1,NÃO,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,10,2010,BRASIL,POUSO,LEVE
42866,INCIDENTE,COM COMANDOS DE VOO,BRASÍLIA,DF,2010-09-15,2010,13:09:00,SIM,FINALIZADA,1,NÃO,AVIÃO,FOKKER,JATO,BIMOTOR,107,1992,BRASIL,DESCIDA,NENHUM
42868,INCIDENTE,TRÁFEGO AÉREO,RIO DE JANEIRO,RJ,2010-09-11,2010,20:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,141,2010,BRASIL,SUBIDA,NENHUM
42880,INCIDENTE GRAVE,POUSO LONGO,RIO DE JANEIRO,RJ,2010-09-17,2010,13:55:00,SIM,FINALIZADA,1,SIM,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,7,1981,BRASIL,POUSO,LEVE
42882,INCIDENTE GRAVE,POUSO LONGO,RIO DE JANEIRO,RJ,2010-09-17,2010,18:46:00,INDETERMINADO,INDETERMINADA,1,NÃO,AVIÃO,TERRA AMBIENTAL E INCORPORADORA LTDA,PISTÃO,MONOMOTOR,2,2010,BRASIL,POUSO,NENHUM
42883,INCIDENTE,COM TREM DE POUSO,MANAUS,AM,2010-09-24,2010,10:40:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,73,1993,BRASIL,SUBIDA,NENHUM
42919,ACIDENTE,FALHA DO MOTOR EM VOO,ITAITUBA,PA,2010-09-15,2010,18:10:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,7,1978,BRASIL,CRUZEIRO,SUBSTANCIAL
42921,ACIDENTE,VOO CONTROLADO CONTRA O TERRENO,SÃO FÉLIX DO XINGU,PA,2010-09-15,2010,21:50:00,SIM,FINALIZADA,1,NÃO,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,4,2009,BRASIL,CRUZEIRO,DESTRUÍDA
42960,INCIDENTE GRAVE,COM TREM DE POUSO,BELÉM,PA,2010-10-04,2010,16:42:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,4,1979,BRASIL,CORRIDA APÓS POUSO,LEVE
42980,ACIDENTE,COM TREM DE POUSO,SÃO PAULO,SP,2010-10-01,2010,14:45:00,INDETERMINADO,ATIVA,1,NÃO,AVIÃO,RAYTHEON AIRCRAFT,JATO,BIMOTOR,10,1990,BRASIL,PARTIDA DO MOTOR,SUBSTANCIAL
42981,INCIDENTE,COLISÃO COM AVE,PORTO ALEGRE,RS,2010-10-04,2010,23:00:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,232,2010,BRASIL,DECOLAGEM,LEVE
42983,ACIDENTE,PERDA DE CONTROLE NO SOLO,IMPERATRIZ,MA,2010-09-30,2010,11:37:00,SIM,FINALIZADA,1,NÃO,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,4,2005,BRASIL,POUSO,DESTRUÍDA
42984,INCIDENTE,ESTOURO DE PNEU,BELO HORIZONTE,MG,2010-09-29,2010,15:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,INDETERMINADO,PISTÃO,MONOMOTOR,4,2007,BRASIL,POUSO,LEVE
42986,INCIDENTE,ESTOURO DE PNEU,PALMAS,TO,2010-09-24,2010,20:11:00,SIM,FINALIZADA,1,NÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,4,1970,BRASIL,TÁXI,LEVE
42987,INCIDENTE,FALHA DO MOTOR EM VOO,PALMAS,TO,2010-09-23,2010,04:36:00,SIM,FINALIZADA,1,NÃO,AVIÃO,BEECH AIRCRAFT,TURBOÉLICE,BIMOTOR,8,1968,BRASIL,CRUZEIRO,NENHUM
42988,INCIDENTE,FOGO NO SOLO,SÃO PAULO,SP,2010-09-27,2010,19:50:00,SIM,FINALIZADA,1,NÃO,AVIÃO,MITSUBISHI,TURBOÉLICE,BIMOTOR,11,1978,BRASIL,CORRIDA APÓS POUSO,LEVE
42989,INCIDENTE,OUTROS,TERESINA,PI,2010-09-26,2010,08:01:00,SIM,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,JATO,BIMOTOR,112,2009,BRASIL,SUBIDA,NENHUM
42990,INCIDENTE,FALHA DO MOTOR EM VOO,GUARULHOS,SP,2010-09-26,2010,22:32:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,50,1988,BRASIL,OUTRA FASE,NENHUM
42991,INCIDENTE,FALHA DO MOTOR EM VOO,CUIABÁ,MT,2010-09-25,2010,21:10:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,184,1999,BRASIL,SUBIDA,NENHUM
42994,INCIDENTE,OUTROS,CUIABÁ,MT,2010-09-23,2010,17:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,194,2007,BRASIL,CRUZEIRO,NENHUM
42997,ACIDENTE,FALHA DO MOTOR EM VOO,BELÉM,PA,2010-09-24,2010,18:10:00,SIM,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,7,1976,BRASIL,DECOLAGEM,SUBSTANCIAL
42999,INCIDENTE GRAVE,POUSO SEM TREM,SÃO LUÍS,MA,2010-09-22,2010,21:38:00,SIM,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,4,1977,BRASIL,POUSO,LEVE
43002,INCIDENTE,ESTOURO DE PNEU,VITÓRIA,ES,2010-09-20,2010,14:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,JATO,BIMOTOR,55,1999,BRASIL,CORRIDA APÓS POUSO,LEVE
43003,ACIDENTE,PERDA DE CONTROLE EM VOO,JARDIM,MS,2010-09-18,2010,18:30:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,4,1957,BRASIL,VOO A BAIXA ALTURA,SUBSTANCIAL
43005,INCIDENTE,VAZAMENTO DE OUTROS FLUIDOS,VÁRZEA GRANDE,MT,2010-09-28,2010,14:45:00,SIM,FINALIZADA,1,NÃO,AVIÃO,FOKKER,JATO,BIMOTOR,107,1992,BRASIL,DESCIDA,NENHUM
43007,INCIDENTE,PERDA DE CONTROLE NO SOLO,CONFINS,MG,2010-09-29,2010,03:43:00,SIM,FINALIZADA,1,SIM,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,194,2002,BRASIL,POUSO,LEVE
43008,INCIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,GUARULHOS,SP,2010-09-19,2010,17:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,BOEING COMPANY,PISTÃO,INDETERMINADO,0,2010,PANAMÁ,CRUZEIRO,NENHUM
43015,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RONDONÓPOLIS,MT,2010-09-28,2010,10:15:00,SIM,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,10,1988,BRASIL,CRUZEIRO,NENHUM
43019,INCIDENTE,ESTOURO DE PNEU,RONDONÓPOLIS,MT,2010-09-29,2010,11:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,8,1999,BRASIL,CORRIDA APÓS POUSO,NENHUM
43021,ACIDENTE,FALHA DO MOTOR EM VOO,SÃO BORJA,RS,2010-10-01,2010,11:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1,1993,BRASIL,OUTRA FASE,SUBSTANCIAL
43022,INCIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,BEBEDOURO,SP,2010-10-05,2010,16:00:00,SIM,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1,1994,BRASIL,DECOLAGEM,LEVE
43023,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,ÓBIDOS,PA,2010-09-30,2010,11:30:00,INDETERMINADO,ATIVA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,4,1973,BRASIL,CRUZEIRO,NENHUM
43026,INCIDENTE,FALHA DO MOTOR EM VOO,FLORIANÓPOLIS,SC,2010-10-05,2010,19:30:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,FOKKER,JATO,BIMOTOR,107,1992,BRASIL,SUBIDA,NENHUM
43027,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,PORTO ALEGRE,RS,2010-09-24,2010,20:59:00,SIM,FINALIZADA,1,NÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,6,1972,BRASIL,SUBIDA,LEVE
43030,INCIDENTE,VAZAMENTO DE OUTROS FLUIDOS,GUARULHOS,SP,2010-10-05,2010,23:45:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,50,1993,BRASIL,CIRCUITO DE TRÁFEGO,NENHUM
43033,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RIO DE JANEIRO,RJ,2010-10-05,2010,21:46:00,SIM,FINALIZADA,1,NÃO,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,2,1995,BRASIL,DESCIDA,NENHUM
43035,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,NAVEGANTES,SC,2010-08-04,2010,12:30:00,SIM,FINALIZADA,1,NÃO,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,14,2006,BRASIL,CRUZEIRO,NENHUM
43042,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,CARAZINHO,RS,2010-09-15,2010,20:00:00,SIM,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,4,1980,BRASIL,DECOLAGEM,NENHUM
43043,ACIDENTE,PERDA DE CONTROLE EM VOO,CAMBÉ,PR,2010-09-11,2010,21:13:00,INDETERMINADO,INDETERMINADA,1,NÃO,ULTRALEVE,INDETERMINADO,PISTÃO,MONOMOTOR,2,2003,BRASIL,OUTRA FASE,SUBSTANCIAL
43044,ACIDENTE,FALHA ESTRUTURAL,BLUMENAU,SC,2010-09-19,2010,12:50:00,INDETERMINADO,INDETERMINADA,1,NÃO,ULTRALEVE,INDETERMINADO,PISTÃO,MONOMOTOR,2,1998,BRASIL,MANOBRA,SUBSTANCIAL
43061,INCIDENTE,ESTOURO DE PNEU,BRASÍLIA,DF,2010-09-16,2010,14:50:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CIRRUS DESIGN,PISTÃO,MONOMOTOR,4,2010,BRASIL,TÁXI,LEVE
43062,ACIDENTE,PERDA DE CONTROLE EM VOO,NOVO GAMA,GO,2010-09-25,2010,16:30:00,SIM,FINALIZADA,1,NÃO,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,4,1997,BRASIL,POUSO,SUBSTANCIAL
43063,ACIDENTE,PERDA DE CONTROLE EM VOO,ALTO ALEGRE,RR,2010-09-21,2010,17:10:00,SIM,FINALIZADA,1,NÃO,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,6,1980,BRASIL,POUSO,SUBSTANCIAL
43064,INCIDENTE,POUSO BRUSCO,RIO DE JANEIRO,RJ,2010-09-15,2010,17:54:00,SIM,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,TURBOEIXO,BIMOTOR,112,2008,BRASIL,POUSO,NENHUM
43065,INCIDENTE,FALHA DO MOTOR EM VOO,BELO HORIZONTE,MG,2010-09-21,2010,13:50:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,52,1996,BRASIL,DECOLAGEM,NENHUM
43067,INCIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,BAURU,SP,2010-10-07,2010,20:00:00,SIM,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,6,1978,BRASIL,POUSO,LEVE
43070,ACIDENTE,POUSO SEM TREM,LUÍS EDUARDO MAGALHÃES,BA,2010-10-05,2010,13:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,4,1962,BRASIL,POUSO,SUBSTANCIAL
43082,INCIDENTE,OUTROS,MACAÉ,RJ,2010-10-10,2010,12:20:00,SIM,FINALIZADA,1,NÃO,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,14,1981,BRASIL,POUSO,LEVE
43083,INCIDENTE,FALHA DO MOTOR NO SOLO,BELO HORIZONTE,MG,2010-10-14,2010,13:07:00,SIM,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,6,1975,BRASIL,CHEQUE DE MOTOR OU ROTOR,NENHUM
43085,INCIDENTE,FALHA DO MOTOR EM VOO,UBERLÂNDIA,MG,2010-10-07,2010,10:27:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,50,1994,BRASIL,CRUZEIRO,NENHUM
43086,INCIDENTE,ESTOURO DE PNEU,BAYEUX,PB,2010-09-20,2010,23:00:00,SIM,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,10,1978,BRASIL,CORRIDA APÓS POUSO,LEVE
43089,ACIDENTE,PERDA DE CONTROLE NO SOLO,COROMANDEL,MG,2010-10-07,2010,14:00:00,INDETERMINADO,ATIVA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,4,1976,BRASIL,DECOLAGEM,SUBSTANCIAL
43090,INCIDENTE,ESTOURO DE PNEU,UBERABA,MG,2010-09-18,2010,14:57:00,SIM,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,BIMOTOR,6,1997,BRASIL,CORRIDA APÓS POUSO,LEVE
43091,ACIDENTE,PERDA DE CONTROLE NO SOLO,JOINVILLE,SC,2010-07-25,2010,15:10:00,INDETERMINADO,INDETERMINADA,1,NÃO,ULTRALEVE,INDETERMINADO,PISTÃO,MONOMOTOR,2,2007,BRASIL,PARTIDA DO MOTOR,SUBSTANCIAL
43093,INCIDENTE,FALHA DO MOTOR EM VOO,LONDRINA,PR,2010-10-17,2010,18:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,2,1969,BRASIL,ARREMETIDA NO SOLO,NENHUM
43094,INCIDENTE,CORTE INVOLUNTÁRIO DO MOTOR,AMERICANA,SP,2010-10-17,2010,15:05:00,SIM,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,2,1961,BRASIL,MANOBRA,NENHUM
43095,ACIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,DIVINÓPOLIS,MG,2010-10-16,2010,12:00:00,INDETERMINADO,INDETERMINADA,1,NÃO,ULTRALEVE,INDETERMINADO,PISTÃO,MONOMOTOR,2,1999,BRASIL,SUBIDA,LEVE
43132,INCIDENTE,POUSO EM LOCAL NÃO PREVISTO,MACAÉ,RJ,2010-09-27,2010,16:53:00,SIM,FINALIZADA,1,NÃO,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,14,1981,BRASIL,POUSO,NENHUM
43153,ACIDENTE,COLISÃO COM OBSTÁCULOS NO SOLO,MACAÉ,RJ,2010-10-12,2010,19:00:00,INDETERMINADO,ATIVA,1,NÃO,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,4,2006,BRASIL,DECOLAGEM,SUBSTANCIAL
43155,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,LONDRINA,PR,2010-09-29,2010,19:01:00,SIM,FINALIZADA,1,NÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,0,0,BRASIL,CRUZEIRO,NENHUM
43156,INCIDENTE,ESTOURO DE PNEU,LONDRINA,PR,2010-10-11,2010,13:40:00,SIM,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,4,1988,BRASIL,CORRIDA APÓS POUSO,LEVE
43157,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SALVADOR,BA,2010-10-06,2010,00:25:00,SIM,FINALIZADA,1,NÃO,AVIÃO,EMBRAER,JATO,BIMOTOR,112,2009,BRASIL,SUBIDA,NENHUM
43158,INCIDENTE,FALHA DO MOTOR EM VOO,RIBEIRÃO PRETO,SP,2010-10-14,2010,20:36:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AEROMOT,PISTÃO,MONOMOTOR,2,1988,BRASIL,CIRCUITO DE TRÁFEGO,NENHUM
43171,INCIDENTE,TRÁFEGO AÉREO,DIAMANTINA,MG,2010-09-12,2010,18:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,HAWKER BEECHCRAFT,JATO,BIMOTOR,8,2008,BRASIL,DECOLAGEM,NENHUM
43256,ACIDENTE,PANE SECA,RECIFE,PE,2010-10-01,2010,20:20:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,4,2001,BRASIL,APROXIMAÇÃO FINAL,LEVE
43257,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS,SP,2010-10-19,2010,02:40:00,SIM,FINALIZADA,1,NÃO,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,6,1982,BRASIL,CRUZEIRO,NENHUM
43258,INCIDENTE,PERDA DE CONTROLE NO SOLO,FORMOSA,GO,2010-08-28,2010,20:00:00,SIM,FINALIZADA,1,SIM,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,3,1992,BRASIL,POUSO,NENHUM
43259,INCIDENTE,COM TREM DE POUSO,MANAUS,AM,2010-10-18,2010,21:45:00,SIM,FINALIZADA,1,NÃO,AVIÃO,TWIN COMMANDER,TURBOÉLICE,BIMOTOR,10,1977,BRASIL,CORRIDA APÓS POUSO,LEVE
43260,INCIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,CALDAS NOVAS,GO,2010-09-28,2010,18:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,BEECH AIRCRAFT,JATO,BIMOTOR,10,2001,BRASIL,CRUZEIRO,LEVE
43261,INCIDENTE,COLISÃO COM AVE,SÃO PAULO,SP,2010-11-08,2010,14:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,7,2002,BRASIL,CRUZEIRO,LEVE
43262,ACIDENTE,PERDA DE CONTROLE NO SOLO,IVATÉ,PR,2010-11-16,2010,09:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1,1994,BRASIL,DECOLAGEM,SUBSTANCIAL
43263,INCIDENTE,COM PARA-BRISAS / JANELA / PORTA,ARAPONGAS,PR,2010-11-24,2010,14:20:00,SIM,FINALIZADA,1,NÃO,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,6,1976,BRASIL,CRUZEIRO,NENHUM
43264,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,BROTAS,SP,2010-11-24,2010,19:10:00,INDETERMINADO,ATIVA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,4,1998,BRASIL,CRUZEIRO,SUBSTANCIAL
43266,ACIDENTE,PERDA DE CONTROLE EM VOO,TAPURAH,MT,2010-11-18,2010,18:00:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1,1976,BRASIL,ESPECIALIZADA,DESTRUÍDA
43268,ACIDENTE,OPERAÇÃO A BAIXA ALTITUDE,SORRISO,MT,2010-11-18,2010,18:00:00,INDETERMINADO,FINALIZADA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1,2004,BRASIL,ESPECIALIZADA,SUBSTANCIAL
43282,INCIDENTE GRAVE,POUSO BRUSCO,CAMPO GRANDE,MS,2010-11-18,2010,23:08:00,INDETERMINADO,ATIVA,1,NÃO,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,7,1988,BRASIL,POUSO,SUBSTANCIAL
43283,INCIDENTE,OUTROS,RIO DE JANEIRO,RJ,2010-11-20,2010,13:02:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,4,1955,BRASIL,POUSO,NENHUM
43288,INCIDENTE,COLISÃO COM AVE,VIAMÃO,RS,2010-11-28,2010,18:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,2,1955,BRASIL,MANOBRA,LEVE
43289,INCIDENTE,COM PARA-BRISAS / JANELA / PORTA,SÃO LUÍS,MA,2010-11-23,2010,02:55:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,184,2005,BRASIL,CRUZEIRO,LEVE
43290,INCIDENTE,PERDA DE CONTROLE EM VOO,MACAÉ,RJ,2010-11-08,2010,18:05:00,SIM,FINALIZADA,1,NÃO,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,14,2007,BRASIL,DECOLAGEM,LEVE
43294,ACIDENTE,PERDA DE CONTROLE EM VOO,GOIÂNIA,GO,2010-11-22,2010,18:30:00,SIM,FINALIZADA,1,NÃO,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,2,1995,BRASIL,DECOLAGEM,SUBSTANCIAL
43318,INCIDENTE,COLISÃO COM AVE,GUARULHOS,SP,2010-10-22,2010,20:10:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,240,2008,BRASIL,INDETERMINADA,LEVE
43321,ACIDENTE,PERDA DE CONTROLE EM VOO,ITAPORÃ,MS,2010-11-25,2010,12:20:00,INDETERMINADO,ATIVA,1,NÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1,1980,BRASIL,ESPECIALIZADA,SUBSTANCIAL
43325,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,MANAUS,AM,2010-11-25,2010,13:20:00,SIM,FINALIZADA,1,NÃO,ANFÍBIO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,10,1998,BRASIL,TÁXI,NENHUM
43329,INCIDENTE,COLISÃO COM AVE,IMPERATRIZ,MA,2010-11-07,2010,19:30:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,184,2007,BRASIL,SUBIDA,LEVE
43333,INCIDENTE,COLISÃO COM AVE,SÃO JOSÉ DO RIO PRETO,SP,2010-10-28,2010,16:10:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,154,2002,BRASIL,INDETERMINADA,LEVE
43335,INCIDENTE,COLISÃO COM AVE,SÃO PAULO,SP,2010-10-30,2010,13:05:00,SIM,FINALIZADA,1,NÃO,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,154,1999,BRASIL,INDETERMINADA,LEVE
